target_id	length	eff_length	est_counts	tpm
Solyc06g043170.3.1	2786	2607	188.575	6.55892
Solyc05g010600.3.1	1637	1458	0	0
Solyc04g017960.2.1	150	9.35544	0	0
Solyc04g045315.1.1	1611	1432	0	0
Solyc04g072770.3.1	3093	2914	56.8585	1.76928
Solyc01g015070.3.1	608	429	0	0
Solyc08g076580.2.1	758	579	24.9793	3.91194
Solyc08g008480.2.1	1106	927	0	0
Solyc01g014103.1.1	1428	1249	14.5255	1.05453
Solyc04g011650.3.1	2656	2477	242	8.8589
Solyc11g065557.1.1	2040	1861	1.51324	0.0737314
Solyc04g049610.3.1	4183	4004	29.7624	0.674006
Solyc02g087935.1.1	2256	2077	881.152	38.4684
Solyc02g085370.3.1	4460	4281	52.9608	1.12176
Solyc01g095480.3.1	2429	2250	240.206	9.68037
Solyc05g044580.3.1	629	450	13	2.61952
Solyc02g065220.3.1	3659	3480	258.828	6.74408
Solyc04g017890.2.1	969	790	0	0
Solyc05g009620.3.1	2000	1821	13	0.647327
Solyc07g025390.3.1	1666	1487	79	4.81733
Solyc01g090660.3.1	2518	2339	0	0
Solyc11g020875.1.1	1848	1669	0	0
Solyc12g035822.1.1	447	268	0	0
Solyc08g016080.3.1	2196	2017	531	23.8715
Solyc07g039230.2.1	345	166	0	0
Solyc06g048800.2.1	648	469	0	0
Solyc06g016800.2.1	933	754	0	0
Solyc09g090530.3.1	861	682	13.5686	1.80402
Solyc04g009610.2.1	353	174	1	0.521124
Solyc07g055960.2.1	123	6.43085	0	0
Solyc11g007670.2.1	3293	3114	239	6.95937
Solyc03g116240.3.1	330	151	0	0
Solyc01g109210.2.1	1641	1462	158.753	9.84609
Solyc08g062290.3.1	1120	941	95.0534	9.15943
Solyc11g062120.2.1	3045	2866	14	0.442937
Solyc05g006680.3.1	2159	1980	74	3.38889
Solyc07g009550.2.1	324	145	0	0
Solyc02g093650.3.1	2422	2243	4.91417	0.19866
Solyc06g070910.2.1	1456	1277	5	0.355034
Solyc05g013120.3.1	1106	927	4	0.391265
Solyc12g039000.2.1	716	537	1.17383	0.198208
Solyc04g072750.2.1	239	60.0956	0	0
Solyc04g080560.2.1	417	238	1	0.38099
Solyc06g007110.3.1	3157	2978	445	13.5496
Solyc03g005480.3.1	1679	1500	106	6.40774
Solyc07g062550.3.1	2545	2366	51	1.95455
Solyc05g005210.3.1	1678	1499	339	20.5064
Solyc08g016440.3.1	989	810	99	11.0826
Solyc01g049640.2.1	399	220	0	0
Solyc08g028915.1.1	360	181	8	4.00776
Solyc09g083240.3.1	647	468	54	10.4626
Solyc09g056410.2.1	678	499	1	0.181715
Solyc03g059050.2.1	1051	872	85	8.83879
Solyc04g054660.2.1	555	376	1.94564	0.469207
Solyc10g080940.2.1	2583	2404	1222.43	46.1083
Solyc04g005680.3.1	1979	1800	3028.37	152.555
Solyc05g051290.3.1	1387	1208	255	19.141
Solyc04g050440.3.1	1797	1618	74	4.14709
Solyc01g059853.1.1	516	337	0	0
Solyc03g078580.3.1	543	364	0	0
Solyc01g106930.3.1	562	383	0	0
Solyc07g005590.3.1	4253	4074	948.987	21.1217
Solyc06g007680.2.1	2063	1884	71	3.41718
Solyc01g089960.3.1	1197	1018	55	4.89898
Solyc03g006120.3.1	1661	1482	2	0.122369
Solyc07g054000.3.1	701	522	2	0.347416
Solyc02g032360.3.1	521	342	0	0
Solyc02g089140.2.1	447	268	52	17.5938
Solyc03g062910.3.1	5017	4838	9.69755	0.181755
Solyc08g014020.3.1	624	445	114.477	23.3265
Solyc06g043113.1.1	1455	1276	3	0.213187
Solyc01g150007.1.1	444	265	2	0.684344
Solyc09g031543.1.1	4368	4189	70	1.51523
Solyc08g067670.3.1	656	477	138.679	26.3623
Solyc10g084180.2.1	3498	3319	372	10.1631
Solyc07g041510.2.1	3769	3590	318	8.03199
Solyc03g118770.3.1	1385	1206	6	0.451122
Solyc07g024015.1.1	8967	8788	0	0
Solyc07g009360.2.1	363	184	0	0
Solyc03g082950.3.1	878	699	6	0.778331
Solyc11g022440.2.1	258	79.0036	0	0
Solyc03g019970.3.1	1779	1600	0	0
Solyc01g006790.2.1	731	552	19	3.12108
Solyc05g018220.2.1	558	379	1	0.23925
Solyc01g107220.2.1	1167	988	34	3.12042
Solyc05g051340.2.1	2629	2450	109	4.03414
Solyc09g075840.3.1	328	149	8	4.86849
Solyc03g058370.2.1	1017	838	0	0
Solyc05g007250.3.1	1074	895	1588.89	160.976
Solyc04g048980.3.1	553	374	0	0
Solyc01g011091.1.1	8096	7917	54.5141	0.624365
Solyc04g051680.3.1	2052	1873	25.1565	1.21787
Solyc04g082200.2.1	1157	978	26129	2422.56
Solyc11g044632.1.1	686	507	0	0
Solyc06g007430.2.1	2112	1933	1346	63.1399
Solyc08g036560.2.1	741	562	60	9.68067
Solyc01g090340.2.1	988	809	15	1.68125
Solyc08g076720.3.1	4114	3935	75	1.72825
Solyc02g068930.3.1	1005	826	46	5.04973
Solyc01g095170.2.1	922	743	32	3.90528
Solyc07g018400.3.1	174	14.6185	0	0
Solyc07g006300.3.1	2508	2329	12	0.467199
Solyc09g072910.2.1	1314	1135	0	0
Solyc08g075320.3.1	2532	2353	164.473	6.33815
Solyc03g044273.1.1	5441	5262	17	0.292947
Solyc09g005730.3.1	735	556	139	22.6689
Solyc04g079830.2.1	2469	2290	326	12.9084
Solyc07g041820.2.1	3138	2959	0	0
Solyc01g044510.2.1	547	368	0	0
Solyc03g071853.1.1	894	715	0	0
Solyc01g095070.3.1	869	690	672	88.3102
Solyc06g007890.3.1	568	389	56.8707	13.2565
Solyc09g055610.2.1	105	5.29865	0	0
Solyc04g009590.3.1	568	389	7	1.63169
Solyc02g077240.3.1	2165	1986	4758	217.238
Solyc03g083100.3.1	1862	1683	135	7.27344
Solyc08g006645.1.1	406	227	9.37053	3.74308
Solyc04g007825.1.1	1329	1150	540	42.5781
Solyc03g044060.3.1	3067	2888	89	2.79437
Solyc06g008980.3.1	1496	1317	26	1.7901
Solyc10g050757.1.1	1464	1285	0	0
Solyc01g094710.2.1	359	180	0	0
Solyc05g017830.2.1	232	53.2554	0	0
Solyc11g027940.2.1	462	283	0	0
Solyc03g034130.3.1	840	661	2	0.274359
Solyc04g011990.2.1	3364	3185	1	0.0284696
Solyc07g017560.3.1	2822	2643	0	0
Solyc01g005380.2.1	1818	1639	90.1488	4.98737
Solyc12g005820.2.1	826	647	1	0.140148
Solyc03g116170.3.1	1234	1055	218	18.7368
Solyc04g016010.3.1	2019	1840	150.485	7.41593
Solyc12g098590.2.1	2992	2813	52	1.67619
Solyc03g082575.1.1	2097	1918	240.742	11.3814
Solyc09g020070.2.1	1401	1222	3	0.222608
Solyc07g017330.2.1	730	551	0	0
Solyc01g021700.2.1	1146	967	0	0
Solyc09g055550.3.1	1685	1506	13	0.782724
Solyc01g014537.1.1	654	475	0	0
Solyc03g098750.3.1	1586	1407	809	52.1369
Solyc06g054230.3.1	1995	1816	0	0
Solyc09g010340.2.1	1272	1093	0	0
Solyc06g043140.3.1	1035	856	64.7306	6.85687
Solyc03g034165.1.1	1203	1024	3.5993	0.318719
Solyc01g012640.2.1	561	382	0	0
Solyc05g023660.2.1	1239	1060	0	0
Solyc11g008140.2.1	1826	1647	16	0.88088
Solyc02g062930.3.1	1567	1388	276	18.0306
Solyc08g066400.2.1	953	774	0	0
Solyc10g036690.2.1	93	4.74468	0	0
Solyc09g011710.3.1	939	760	432	51.5419
Solyc12g096860.2.1	2683	2504	15	0.543185
Solyc02g063040.3.1	1276	1097	88	7.27389
Solyc06g076840.2.1	2830	2651	0	0
Solyc01g056940.2.1	756	577	2946	462.964
Solyc06g054620.3.1	855	676	217.118	29.1233
Solyc01g056270.2.1	701	522	7	1.21596
Solyc01g020230.3.1	2531	2352	10.3018	0.397162
Solyc01g014107.1.1	766	587	2	0.308946
Solyc06g052140.2.1	885	706	0	0
Solyc05g052990.3.1	658	479	29	5.48975
Solyc06g033810.2.1	609	430	2	0.421747
Solyc01g009690.2.1	2586	2407	12.869	0.484796
Solyc02g078420.2.1	309	130	0	0
Solyc07g041240.2.1	468	289	0	0
Solyc12g038770.2.1	729	550	0	0
Solyc06g052080.3.1	2780	2601	256	8.92463
Solyc11g020740.2.1	90	4.62459	0	0
Solyc01g014180.3.1	976	797	2825	321.403
Solyc12g038350.2.1	872	693	2	0.26169
Solyc03g031650.3.1	738	559	110	17.8431
Solyc11g072410.2.1	2582	2403	195.867	7.39092
Solyc06g008100.3.1	663	484	77	14.4257
Solyc09g083445.1.1	618	439	5.989	1.23703
Solyc06g064740.3.1	358	179	32.9958	16.7146
Solyc02g062260.2.1	226	47.5399	0	0
Solyc11g006650.2.1	2753	2574	49	1.72615
Solyc10g008330.3.1	689	510	1	0.177795
Solyc10g036640.2.1	240	61.0822	0	0
Solyc11g063580.2.1	291	112	5	4.04802
Solyc01g111080.3.1	23222	23043	277.88	1.09348
Solyc04g071540.3.1	3007	2828	106	3.39873
Solyc12g062470.2.1	485	306	0	0
Solyc06g050840.3.1	977	798	0	0
Solyc10g009530.3.1	1365	1186	8.41287	0.643206
Solyc07g052480.3.1	3041	2862	18028	571.174
Solyc01g008410.2.1	2163	1984	0	0
Solyc11g072650.2.1	1699	1520	0	0
Solyc01g101080.2.1	666	487	1.05007	0.195514
Solyc06g011490.3.1	1249	1070	2593	219.74
Solyc09g020130.3.1	1655	1476	1844.86	113.336
Solyc11g012600.2.1	1028	849	0	0
Solyc03g096645.1.1	4058	3879	369	8.62575
Solyc02g070420.2.1	1007	828	0	0
Solyc01g090710.3.1	1946	1767	12	0.615794
Solyc05g013230.2.1	342	163	0	0
Solyc11g028080.2.1	685	506	83	14.8737
Solyc03g032030.3.1	1722	1543	16	0.940253
Solyc06g053950.2.1	645	466	309	60.1261
Solyc12g009050.2.1	2268	2089	41.9428	1.82058
Solyc09g015100.3.1	446	267	2	0.679218
Solyc08g061740.2.1	261	82.002	0	0
Solyc07g008020.3.1	817	638	96	13.644
Solyc07g005470.3.1	2223	2044	30	1.33086
Solyc12g042880.2.1	1074	895	8	0.810508
Solyc07g066275.1.1	1327	1148	440.286	34.7763
Solyc01g017410.2.1	501	322	0	0
Solyc02g014490.3.1	2997	2818	3	0.0965319
Solyc07g014585.1.1	1067	888	0	0
Solyc08g059780.2.1	1452	1273	1	0.0712299
Solyc02g080590.3.1	821	642	331	46.7502
Solyc01g066580.2.1	135	7.48819	0	0
Solyc02g089930.3.1	2658	2479	257	9.40042
Solyc04g081560.3.1	2712	2533	11	0.393775
Solyc12g010740.2.1	949	770	82	9.65636
Solyc09g030420.3.1	357	178	0	0
Solyc09g056430.3.1	1825	1646	251	13.8272
Solyc07g009280.3.1	518	339	2	0.534959
Solyc07g032670.2.1	1243	1064	2	0.170443
Solyc04g018000.2.1	1215	1036	0	0
