target_id	length	eff_length	est_counts	tpm
Solyc06g043170.3.1	2786	2607	95.0578	2.618
Solyc05g010600.3.1	1637	1458	0	0
Solyc04g017960.2.1	150	9.35544	0	0
Solyc04g045315.1.1	1611	1432	0	0
Solyc04g072770.3.1	3093	2914	0	0
Solyc01g015070.3.1	608	429	0	0
Solyc08g076580.2.1	758	579	28.3207	3.51194
Solyc08g008480.2.1	1106	927	11	0.851992
Solyc01g014103.1.1	1428	1249	7.47497	0.429704
Solyc04g011650.3.1	2656	2477	178	5.15961
Solyc11g065557.1.1	2040	1861	0	0
Solyc04g049610.3.1	4183	4004	2.09469	0.037562
Solyc02g087935.1.1	2256	2077	1019.08	35.2286
Solyc02g085370.3.1	4460	4281	83.8546	1.40639
Solyc01g095480.3.1	2429	2250	221.415	7.06556
Solyc05g044580.3.1	629	450	17	2.71243
Solyc02g065220.3.1	3659	3480	374.114	7.71876
Solyc04g017890.2.1	969	790	0	0
Solyc05g009620.3.1	2000	1821	8	0.31543
Solyc07g025390.3.1	1666	1487	60	2.8971
Solyc01g090660.3.1	2518	2339	0	0
Solyc11g020875.1.1	1848	1669	0	0
Solyc12g035822.1.1	447	268	0	0
Solyc08g016080.3.1	2196	2017	256	9.1129
Solyc07g039230.2.1	345	166	0	0
Solyc06g048800.2.1	648	469	0	0
Solyc06g016800.2.1	933	754	0	0
Solyc09g090530.3.1	861	682	17.0244	1.7923
Solyc04g009610.2.1	353	174	11	4.53906
Solyc07g055960.2.1	123	6.43085	0	0
Solyc11g007670.2.1	3293	3114	86	1.98291
Solyc03g116240.3.1	330	151	0	0
Solyc01g109210.2.1	1641	1462	118.465	5.81786
Solyc08g062290.3.1	1120	941	24.6061	1.87748
Solyc11g062120.2.1	3045	2866	17	0.425888
Solyc05g006680.3.1	2159	1980	25	0.906562
Solyc07g009550.2.1	324	145	0	0
Solyc02g093650.3.1	2422	2243	3.54905	0.113607
Solyc06g070910.2.1	1456	1277	0	0
Solyc05g013120.3.1	1106	927	2	0.154908
Solyc12g039000.2.1	716	537	0	0
Solyc04g072750.2.1	239	60.0956	0	0
Solyc04g080560.2.1	417	238	0	0
Solyc06g007110.3.1	3157	2978	497.258	11.9889
Solyc03g005480.3.1	1679	1500	2	0.0957329
Solyc07g062550.3.1	2545	2366	47	1.42628
Solyc05g005210.3.1	1678	1499	329	15.7586
Solyc08g016440.3.1	989	810	16	1.41827
Solyc01g049640.2.1	399	220	0	0
Solyc08g028915.1.1	360	181	6	2.3801
Solyc09g083240.3.1	647	468	9	1.38076
Solyc09g056410.2.1	678	499	0	0
Solyc03g059050.2.1	1051	872	36	2.96421
Solyc04g054660.2.1	555	376	21.0392	4.01757
Solyc10g080940.2.1	2583	2404	2083.15	62.2169
Solyc04g005680.3.1	1979	1800	4298.14	171.447
Solyc05g051290.3.1	1387	1208	427	25.3795
Solyc04g050440.3.1	1797	1618	66	2.92879
Solyc01g059853.1.1	516	337	0	0
Solyc03g078580.3.1	543	364	0	0
Solyc01g106930.3.1	562	383	0	0
