target_id	length	eff_length	est_counts	tpm
Solyc06g043170.3.1	2786	2607	280.257	6.92482
Solyc05g010600.3.1	1637	1458	0	0
Solyc04g017960.2.1	150	9.35544	0	0
Solyc04g045315.1.1	1611	1432	0	0
Solyc04g072770.3.1	3093	2914	0	0
Solyc01g015070.3.1	608	429	0	0
Solyc08g076580.2.1	758	579	55.77	6.20462
Solyc08g008480.2.1	1106	927	3	0.208466
Solyc01g014103.1.1	1428	1249	42.7981	2.20727
Solyc04g011650.3.1	2656	2477	383	9.96015
Solyc11g065557.1.1	2040	1861	8.15271	0.282194
Solyc04g049610.3.1	4183	4004	26.7557	0.430442
Solyc02g087935.1.1	2256	2077	969.534	30.069
Solyc02g085370.3.1	4460	4281	49.6508	0.747091
Solyc01g095480.3.1	2429	2250	362.982	10.3919
Solyc05g044580.3.1	629	450	16	2.29034
Solyc02g065220.3.1	3659	3480	398.42	7.37489
Solyc04g017890.2.1	969	790	1	0.0815391
Solyc05g009620.3.1	2000	1821	28	0.990469
Solyc07g025390.3.1	1666	1487	123	5.32828
Solyc01g090660.3.1	2518	2339	2	0.0550798
Solyc11g020875.1.1	1848	1669	2	0.077191
Solyc12g035822.1.1	447	268	5	1.20179
Solyc08g016080.3.1	2196	2017	1106	35.3217
Solyc07g039230.2.1	345	166	0	0
Solyc06g048800.2.1	648	469	0	0
Solyc06g016800.2.1	933	754	0	0
Solyc09g090530.3.1	861	682	11.2845	1.06583
Solyc04g009610.2.1	353	174	6	2.22124
Solyc07g055960.2.1	123	6.43085	0	0
Solyc11g007670.2.1	3293	3114	404	8.3571
Solyc03g116240.3.1	330	151	0	0
Solyc01g109210.2.1	1641	1462	106.174	4.67802
Solyc08g062290.3.1	1120	941	86.0197	5.88845
Solyc11g062120.2.1	3045	2866	29	0.651801
Solyc05g006680.3.1	2159	1980	92	2.99306
Solyc07g009550.2.1	324	145	0	0
Solyc02g093650.3.1	2422	2243	26.667	0.765839
Solyc06g070910.2.1	1456	1277	12	0.605318
Solyc05g013120.3.1	1106	927	8	0.555908
Solyc12g039000.2.1	716	537	2.42141	0.290461
Solyc04g072750.2.1	239	60.0956	0	0
Solyc04g080560.2.1	417	238	0	0
Solyc06g007110.3.1	3157	2978	483.045	10.4486
Solyc03g005480.3.1	1679	1500	81	3.47846
Solyc07g062550.3.1	2545	2366	45.6673	1.24332
Solyc05g005210.3.1	1678	1499	496	21.3144
Solyc08g016440.3.1	989	810	88	6.99827
Solyc01g049640.2.1	399	220	0	0
Solyc08g028915.1.1	360	181	10	3.55889
Solyc09g083240.3.1	647	468	94	12.9382
Solyc09g056410.2.1	678	499	1	0.12909
Solyc03g059050.2.1	1051	872	206	15.2175
Solyc04g054660.2.1	555	376	10.7484	1.84141
Solyc10g080940.2.1	2583	2404	1468.28	39.3431
Solyc04g005680.3.1	1979	1800	4302.34	153.966
Solyc05g051290.3.1	1387	1208	401	21.3831
Solyc04g050440.3.1	1797	1618	89	3.54327
Solyc01g059853.1.1	516	337	2	0.38229
Solyc03g078580.3.1	543	364	0	0
Solyc01g106930.3.1	562	383	0	0
Solyc07g005590.3.1	4253	4074	1494.41	23.6288
Solyc06g007680.2.1	2063	1884	88	3.00881
Solyc01g089960.3.1	1197	1018	83	5.25198
Solyc03g006120.3.1	1661	1482	0	0
Solyc07g054000.3.1	701	522	7	0.863814
Solyc02g032360.3.1	521	342	0	0
Solyc02g089140.2.1	447	268	85	20.4304
Solyc03g062910.3.1	5017	4838	26.9376	0.358663
Solyc08g014020.3.1	624	445	108.637	15.7257
Solyc06g043113.1.1	1455	1276	0.435709	0.0219957
Solyc01g150007.1.1	444	265	3	0.729236
Solyc09g031543.1.1	4368	4189	117	1.79915
Solyc08g067670.3.1	656	477	179.037	24.1779
Solyc10g084180.2.1	3498	3319	646	12.5377
Solyc07g041510.2.1	3769	3590	556	9.97639
Solyc03g118770.3.1	1385	1206	8	0.427303
Solyc07g024015.1.1	8967	8788	0	0
Solyc07g009360.2.1	363	184	2	0.700173
Solyc03g082950.3.1	878	699	20	1.84309
Solyc11g022440.2.1	258	79.0036	0	0
Solyc03g019970.3.1	1779	1600	5	0.2013
Solyc01g006790.2.1	731	552	17	1.98382
Solyc05g018220.2.1	558	379	2	0.339925
Solyc01g107220.2.1	1167	988	36	2.34714
Solyc05g051340.2.1	2629	2450	157	4.12787
Solyc09g075840.3.1	328	149	1	0.432321
Solyc03g058370.2.1	1017	838	4	0.307474
Solyc05g007250.3.1	1074	895	2760.18	198.658
Solyc04g048980.3.1	553	374	0	0
Solyc01g011091.1.1	8096	7917	104.887	0.8534
Solyc04g051680.3.1	2052	1873	9.04449	0.311057
Solyc04g082200.2.1	1157	978	42744	2815.33
Solyc11g044632.1.1	686	507	0	0
Solyc06g007430.2.1	2112	1933	1702	56.718
Solyc08g036560.2.1	741	562	72	8.25257
Solyc01g090340.2.1	988	809	24	1.91098
Solyc08g076720.3.1	4114	3935	218	3.56866
Solyc02g068930.3.1	1005	826	82	6.3948
Solyc01g095170.2.1	922	743	61	5.28852
Solyc07g018400.3.1	174	14.6185	0	0
Solyc07g006300.3.1	2508	2329	55	1.5212
Solyc09g072910.2.1	1314	1135	0	0
Solyc08g075320.3.1	2532	2353	228.8	6.26364
Solyc03g044273.1.1	5441	5262	14	0.171384
Solyc09g005730.3.1	735	556	96	11.1222
Solyc04g079830.2.1	2469	2290	601	16.9057
Solyc07g041820.2.1	3138	2959	1	0.0217695
Solyc01g044510.2.1	547	368	0	0
Solyc03g071853.1.1	894	715	0	0
Solyc01g095070.3.1	869	690	1221	113.988
Solyc06g007890.3.1	568	389	56.698	9.38882
Solyc09g055610.2.1	105	5.29865	0	0
Solyc04g009590.3.1	568	389	36	5.96137
Solyc02g077240.3.1	2165	1986	10785	349.811
Solyc03g083100.3.1	1862	1683	174	6.65975
Solyc08g006645.1.1	406	227	24.9592	7.08267
Solyc04g007825.1.1	1329	1150	613	34.3365
Solyc03g044060.3.1	3067	2888	67	1.49441
Solyc06g008980.3.1	1496	1317	15	0.733666
Solyc10g050757.1.1	1464	1285	0	0
Solyc01g094710.2.1	359	180	0	0
Solyc05g017830.2.1	232	53.2554	0	0
Solyc11g027940.2.1	462	283	0	0
Solyc03g034130.3.1	840	661	0	0
Solyc04g011990.2.1	3364	3185	0	0
Solyc07g017560.3.1	2822	2643	0	0
Solyc01g005380.2.1	1818	1639	131	5.14855
Solyc12g005820.2.1	826	647	13	1.29429
Solyc03g116170.3.1	1234	1055	374	22.8356
Solyc04g016010.3.1	2019	1840	271.5	9.50483
Solyc12g098590.2.1	2992	2813	61	1.39686
Solyc03g082575.1.1	2097	1918	185.186	6.21946
Solyc09g020070.2.1	1401	1222	0	0
Solyc07g017330.2.1	730	551	0	0
Solyc01g021700.2.1	1146	967	0	0
Solyc09g055550.3.1	1685	1506	20	0.855457
Solyc01g014537.1.1	654	475	0	0
Solyc03g098750.3.1	1586	1407	1297	59.3798
Solyc06g054230.3.1	1995	1816	0	0
Solyc09g010340.2.1	1272	1093	0	0
Solyc06g043140.3.1	1035	856	42.3573	3.18748
Solyc03g034165.1.1	1203	1024	19.8586	1.24923
Solyc01g012640.2.1	561	382	0	0
Solyc05g023660.2.1	1239	1060	0	0
Solyc11g008140.2.1	1826	1647	14	0.547554
Solyc02g062930.3.1	1567	1388	311	14.4332
Solyc08g066400.2.1	953	774	0	0
Solyc10g036690.2.1	93	4.74468	0	0
Solyc09g011710.3.1	939	760	186	15.7649
Solyc12g096860.2.1	2683	2504	13	0.334427
Solyc02g063040.3.1	1276	1097	126	7.39872
Solyc06g076840.2.1	2830	2651	0	0
Solyc01g056940.2.1	756	577	4240.44	473.4
Solyc06g054620.3.1	855	676	276.939	26.3895
Solyc01g056270.2.1	701	522	5	0.61701
Solyc01g020230.3.1	2531	2352	27.3297	0.748498
Solyc01g014107.1.1	766	587	3	0.329212
Solyc06g052140.2.1	885	706	0	0
Solyc05g052990.3.1	658	479	48	6.45504
Solyc06g033810.2.1	609	430	0	0
Solyc01g009690.2.1	2586	2407	40.5992	1.08651
Solyc02g078420.2.1	309	130	1.83081	0.90718
Solyc07g041240.2.1	468	289	0.634861	0.141506
Solyc12g038770.2.1	729	550	0	0
Solyc06g052080.3.1	2780	2601	352	8.71757
Solyc11g020740.2.1	90	4.62459	0	0
Solyc01g014180.3.1	976	797	3339	269.868
Solyc12g038350.2.1	872	693	0	0
Solyc03g031650.3.1	738	559	173	19.9355
Solyc11g072410.2.1	2582	2403	205.511	5.50903
Solyc06g008100.3.1	663	484	98	13.0429
Solyc09g083445.1.1	618	439	20.0654	2.94425
Solyc06g064740.3.1	358	179	12.2751	4.41737
